Cluster Representative	P-P Genomes
UGV-GENOME-0162553	MGV-GENOME-4375687
UGV-GENOME-0162553	UGV-GENOME-0158886
UGV-GENOME-0165377	UGV-GENOME-0165377
UGV-GENOME-0165377	UGV-GENOME-0167262_1
UGV-GENOME-0165377	MGV-GENOME-0165377
UGV-GENOME-0288188	UGV-GENOME-0288188
UGV-GENOME-0288240	UGV-GENOME-0288240
UGV-GENOME-0288335	UGV-GENOME-0288335
UGV-GENOME-0288335	MGV-GENOME-0288335
UGV-GENOME-0288973	UGV-GENOME-0288973
UGV-GENOME-0288973	IMGVR_UViG_3300029008_000005
UGV-GENOME-0290443	UGV-GENOME-0290443
UGV-GENOME-0290443	UGV-GENOME-0290449
UGV-GENOME-0292705	UGV-GENOME-0292705
UGV-GENOME-0292705	MGV-GENOME-0292705
UGV-GENOME-0292741	UGV-GENOME-0292741
UGV-GENOME-0292741	MGV-GENOME-0292741
UGV-GENOME-0292956	UGV-GENOME-0292956
UGV-GENOME-0292956	MGV-GENOME-0292956
UGV-GENOME-0294919	UGV-GENOME-0294919
UGV-GENOME-0294919	MGV-GENOME-0294919
UGV-GENOME-0295618_1	UGV-GENOME-0295618_1
UGV-GENOME-0295618_1	MGV-GENOME-0295618
UGV-GENOME-0295774	UGV-GENOME-0295774
UGV-GENOME-0295774	MGV-GENOME-0295774
UGV-GENOME-0295976	UGV-GENOME-0295976
UGV-GENOME-0296775	UGV-GENOME-0296775
UGV-GENOME-0296775	MGV-GENOME-0296775
UGV-GENOME-0296971	UGV-GENOME-0296971
UGV-GENOME-0297004_1	UGV-GENOME-0297004_1
UGV-GENOME-0297004_1	UGV-GENOME-4422368_1
UGV-GENOME-0297004_1	MGV-GENOME-0297004
UGV-GENOME-0299831	UGV-GENOME-0299831
UGV-GENOME-0299831	MGV-GENOME-0299831
UGV-GENOME-0299935_1	UGV-GENOME-0299935_1
UGV-GENOME-0299935_1	MGV-GENOME-0299935
UGV-GENOME-0300290	UGV-GENOME-0300290
UGV-GENOME-0300290	UGV-GENOME-0186852
UGV-GENOME-0300290	UGV-GENOME-4422975
UGV-GENOME-0300290	MGV-GENOME-4422975
UGV-GENOME-0300502	UGV-GENOME-0300502
UGV-GENOME-0300502	UGV-GENOME-0300249
UGV-GENOME-0300980	UGV-GENOME-0300980
UGV-GENOME-0300980	MGV-GENOME-0300980
UGV-GENOME-0300980	IMGVR_UViG_2534681900_000001
UGV-GENOME-0300980	UGV-GENOME-0273094
UGV-GENOME-0301189	UGV-GENOME-0301189
UGV-GENOME-0301696	UGV-GENOME-0301696
UGV-GENOME-0302450	UGV-GENOME-0302450
UGV-GENOME-0302450	UGV-GENOME-0301820
UGV-GENOME-0302450	UGV-GENOME-0302058
UGV-GENOME-0303060	UGV-GENOME-0303060
UGV-GENOME-0303134	UGV-GENOME-0303134
UGV-GENOME-0303134	MGV-GENOME-0303134
UGV-GENOME-0303181	UGV-GENOME-0303181
UGV-GENOME-0303181	UGV-GENOME-0256859
UGV-GENOME-0303181	UGV-GENOME-0302823
UGV-GENOME-0303181	UGV-GENOME-0302824
UGV-GENOME-0303184	UGV-GENOME-0303184
UGV-GENOME-0303184	UGV-GENOME-0302787
UGV-GENOME-0303191	UGV-GENOME-0303191
UGV-GENOME-0303191	UGV-GENOME-0220084
UGV-GENOME-0303191	UGV-GENOME-0220734
UGV-GENOME-0303191	UGV-GENOME-0282743
UGV-GENOME-0303191	UGV-GENOME-0302003
UGV-GENOME-0303191	UGV-GENOME-0302004
UGV-GENOME-0303191	UGV-GENOME-0302951
UGV-GENOME-0303191	UGV-GENOME-0303195
UGV-GENOME-0303191	UGV-GENOME-0302312
UGV-GENOME-0303191	UGV-GENOME-0302898
UGV-GENOME-0303191	NZ_LR130559
UGV-GENOME-0303398	UGV-GENOME-0303398
UGV-GENOME-0303398	UGV-GENOME-0301958
UGV-GENOME-0303398	IMGVR_UViG_2537561933_000004
UGV-GENOME-0303523	UGV-GENOME-0303523
UGV-GENOME-0303570	UGV-GENOME-0303570
UGV-GENOME-0304003	UGV-GENOME-0304003
UGV-GENOME-0304003	MGV-GENOME-0304003
UGV-GENOME-0304004	UGV-GENOME-0304004
UGV-GENOME-0304013	UGV-GENOME-0304013
UGV-GENOME-0304195	UGV-GENOME-0304195
UGV-GENOME-0305299	UGV-GENOME-0305299
UGV-GENOME-0305299	UGV-GENOME-0220632
UGV-GENOME-0305299	UGV-GENOME-4405425
UGV-GENOME-0305299	UGV-GENOME-4405444
UGV-GENOME-0305299	UGV-GENOME-0225439
UGV-GENOME-0305299	UGV-GENOME-0218882
UGV-GENOME-0305568	UGV-GENOME-0305568
UGV-GENOME-0305630	UGV-GENOME-0305630
UGV-GENOME-0306266	UGV-GENOME-0306266
UGV-GENOME-0306266	UGV-GENOME-0222935
UGV-GENOME-0306278	UGV-GENOME-0306278
UGV-GENOME-0306278	MGV-GENOME-0306278
UGV-GENOME-0306278	IMGVR_UViG_2541047316_000002
UGV-GENOME-0306278	Clostridia_gi_423080687
UGV-GENOME-0306278	Clostridia_gi_423084762
UGV-GENOME-0306326	UGV-GENOME-0306326
UGV-GENOME-0306329	UGV-GENOME-0306329
UGV-GENOME-0306867	UGV-GENOME-0306867
UGV-GENOME-0307065	UGV-GENOME-0307065
UGV-GENOME-0307091	UGV-GENOME-0307091
UGV-GENOME-0307091	IMGVR_UViG_3300029138_000023
UGV-GENOME-0307182	UGV-GENOME-0307182
UGV-GENOME-0307546	UGV-GENOME-0307546
UGV-GENOME-0307918	UGV-GENOME-0307918
UGV-GENOME-0307937	UGV-GENOME-0307937
UGV-GENOME-0307937	MGV-GENOME-0307937
UGV-GENOME-0309668	UGV-GENOME-0309668
UGV-GENOME-0309860	UGV-GENOME-0309860
UGV-GENOME-0310621_1	UGV-GENOME-0310621_1
UGV-GENOME-0313480_1	UGV-GENOME-0313480_1
UGV-GENOME-0313569	UGV-GENOME-0313569
UGV-GENOME-0313569	UGV-GENOME-0326723_1
UGV-GENOME-0313599	UGV-GENOME-0313599
UGV-GENOME-0313699	UGV-GENOME-0313699
UGV-GENOME-0313699	MGV-GENOME-0313699
UGV-GENOME-0313741	UGV-GENOME-0313741
UGV-GENOME-0314612	UGV-GENOME-0314612
UGV-GENOME-0314612	UGV-GENOME-0314472
UGV-GENOME-0314612	uvig_426362
UGV-GENOME-0315295	UGV-GENOME-0315295
UGV-GENOME-0315295	UGV-GENOME-4425707
UGV-GENOME-0315295	UGV-GENOME-4425719
UGV-GENOME-0315705	UGV-GENOME-0315705
UGV-GENOME-0315705	DTR_686121
UGV-GENOME-0315705	MGV-GENOME-0315705
UGV-GENOME-0315715	UGV-GENOME-0315715
UGV-GENOME-0315715	DTR_552382
UGV-GENOME-0315715	MGV-GENOME-0315715
UGV-GENOME-0315759	UGV-GENOME-0315759
UGV-GENOME-0315804	UGV-GENOME-0315804
NC_028890	NC_028890
NC_030925	NC_030925
NC_042140	NC_042140
NC_018856	NC_018856
NC_022763	NC_022763
NC_024216	NC_024216
NC_024205	NC_024205
NC_027366	NC_027366
NC_031056	NC_031056
NC_018863	NC_018863
NC_024207	NC_024207
NC_027374	NC_027374
NC_027355	NC_027355
NC_027352	NC_027352
NC_030698	NC_030698
NC_042314	NC_042314
NC_042318	NC_042318
NC_042342	NC_042342
NC_028930	NC_028930
NC_023716	NC_023716
2534682142	2534682142
2568526573	2568526573
637000108	637000108
Actinobacteria_gi_223955933-488-36693	Actinobacteria_gi_223955933-488-36693
Alphaproteobacteria_gi_397770539	Alphaproteobacteria_gi_397770539
Alphaproteobacteria_gi_224580657	Alphaproteobacteria_gi_224580657
Alphaproteobacteria_gi_397770497-26002-77127	Alphaproteobacteria_gi_397770497-26002-77127
Alphaproteobacteria_gi_397770507	Alphaproteobacteria_gi_397770507
Alphaproteobacteria_gi_397770509	Alphaproteobacteria_gi_397770509
Alphaproteobacteria_gi_511098068-31297-62538	Alphaproteobacteria_gi_511098068-31297-62538
Alphaproteobacteria_gi_560138247	Alphaproteobacteria_gi_560138247
Alphaproteobacteria_gi_560138247	NC_022901
Alphaproteobacteria_gi_485099451	Alphaproteobacteria_gi_485099451
Alphaproteobacteria_gi_484075156-0-39986	Alphaproteobacteria_gi_484075156-0-39986
Alphaproteobacteria_gi_484075274	Alphaproteobacteria_gi_484075274
Alphaproteobacteria_gi_568305927	Alphaproteobacteria_gi_568305927
Alphaproteobacteria_gi_568305927	NC_023143
Alphaproteobacteria_gi_568305927	NZ_CP010594
Bacilli_gi_238801476-3248097-3274994	Bacilli_gi_238801476-3248097-3274994
Bacilli_gi_238801476-3248097-3274994	IMGVR_UViG_3300005080_000022
Bacilli_gi_238801476-3248097-3274994	IMGVR_UViG_3300005046_000015
Bacilli_gi_238801489-3326471-3348798	Bacilli_gi_238801489-3326471-3348798
Bacilli_gi_423364338	Bacilli_gi_423364338
Bacilli_gi_423364498	Bacilli_gi_423364498
Bacilli_gi_423388038	Bacilli_gi_423388038
Bacilli_gi_423399425	Bacilli_gi_423399425
Bacilli_gi_423399602-2939316-2990500	Bacilli_gi_423399602-2939316-2990500
Bacilli_gi_423405198	Bacilli_gi_423405198
Bacilli_gi_423410568	Bacilli_gi_423410568
Bacilli_gi_423416314	Bacilli_gi_423416314
Bacilli_gi_423416397	Bacilli_gi_423416397
Bacilli_gi_423422311-2192763-2255576	Bacilli_gi_423422311-2192763-2255576
Bacilli_gi_423427972	Bacilli_gi_423427972
Bacilli_gi_423433709	Bacilli_gi_423433709
Bacilli_gi_423433709	IMGVR_UViG_3300011162_000001
Bacilli_gi_423445290	Bacilli_gi_423445290
Bacilli_gi_423468587	Bacilli_gi_423468587
Bacilli_gi_423480041	Bacilli_gi_423480041
Bacilli_gi_423490892	Bacilli_gi_423490892
Bacilli_gi_423496617	Bacilli_gi_423496617
Bacilli_gi_423496617	Bacilli_gi_423502290
Bacilli_gi_423508375	Bacilli_gi_423508375
Bacilli_gi_423532033	Bacilli_gi_423532033
Bacilli_gi_423549186	Bacilli_gi_423549186
Bacilli_gi_423560503	Bacilli_gi_423560503
Bacilli_gi_423572779-4730538-4764456	Bacilli_gi_423572779-4730538-4764456
Bacilli_gi_423584588-368833-409419	Bacilli_gi_423584588-368833-409419
Bacilli_gi_238801502-3570308-3596189	Bacilli_gi_238801502-3570308-3596189
Bacilli_gi_365164259	Bacilli_gi_365164259
Bacilli_gi_397738323	Bacilli_gi_397738323
Bacilli_gi_505484066	Bacilli_gi_505484066
Bacilli_gi_505484080	Bacilli_gi_505484080
Bacilli_gi_505870677	Bacilli_gi_505870677
Bacilli_gi_507018265	Bacilli_gi_507018265
Bacilli_gi_507018265	IMGVR_UViG_2563367190_000005
Bacilli_gi_507018283	Bacilli_gi_507018283
Bacilli_gi_507025306-845403-896624	Bacilli_gi_507025306-845403-896624
Bacilli_gi_507025386	Bacilli_gi_507025386
Bacilli_gi_507027929	Bacilli_gi_507027929
Bacilli_gi_507028098	Bacilli_gi_507028098
Bacilli_gi_507028098	NZ_CP004882
Bacilli_gi_507028098	NC_006945
Bacilli_gi_507028098	Bacilli_gi_507025497
Bacilli_gi_507028124-1766-63644	Bacilli_gi_507028124-1766-63644
Bacilli_gi_507028129	Bacilli_gi_507028129
Bacilli_gi_507028670	Bacilli_gi_507028670
Bacilli_gi_507029665	Bacilli_gi_507029665
Bacilli_gi_507039007	Bacilli_gi_507039007
Bacilli_gi_507040157-159148-201524	Bacilli_gi_507040157-159148-201524
Bacilli_gi_507048098	Bacilli_gi_507048098
Bacilli_gi_507054687-861351-883054	Bacilli_gi_507054687-861351-883054
Bacilli_gi_507055493-2793767-2856861	Bacilli_gi_507055493-2793767-2856861
Bacilli_gi_507057479	Bacilli_gi_507057479
Bacilli_gi_507065719	Bacilli_gi_507065719
Bacilli_gi_402558574	Bacilli_gi_402558574
Bacilli_gi_402558574	NC_018502
Bacilli_gi_407708681	Bacilli_gi_407708681
Bacilli_gi_407708681	NC_018694
Bacilli_gi_384177910-4724782-4761462	Bacilli_gi_384177910-4724782-4761462
Bacilli_gi_558684320	Bacilli_gi_558684320
Bacilli_gi_558684320	NC_022874
Bacilli_gi_525916939-1072721-1113121	Bacilli_gi_525916939-1072721-1113121
Bacilli_gi_514340857	Bacilli_gi_514340857
Bacilli_gi_514961984	Bacilli_gi_514961984
Bacilli_gi_507027716	Bacilli_gi_507027716
UGV-GENOME-0370982	UGV-GENOME-0370982
UGV-GENOME-0370982	uvig_160685
UGV-GENOME-0370994	UGV-GENOME-0370994
UGV-GENOME-0370994	DTR_822529
UGV-GENOME-0370994	MGV-GENOME-0370994
UGV-GENOME-0371010_1	UGV-GENOME-0371010_1
UGV-GENOME-0371030	UGV-GENOME-0371030
UGV-GENOME-0371030	UGV-GENOME-0346140
UGV-GENOME-0371060	UGV-GENOME-0371060
UGV-GENOME-0371060	DTR_652004
UGV-GENOME-0371060	MGV-GENOME-0371060
UGV-GENOME-0371084	UGV-GENOME-0371084
UGV-GENOME-0371084	uvig_386710
UGV-GENOME-0371084	UGV-GENOME-0361598
UGV-GENOME-0372130_1	UGV-GENOME-0372130_1
UGV-GENOME-0372162	UGV-GENOME-0372162
UGV-GENOME-0372162	UGV-GENOME-0361322
UGV-GENOME-0372162	MGV-GENOME-0372162
UGV-GENOME-0372338_1	UGV-GENOME-0372338_1
UGV-GENOME-0372338_1	UGV-GENOME-0338282
UGV-GENOME-0372338_1	MGV-GENOME-0372338
UGV-GENOME-0372451	UGV-GENOME-0372451
UGV-GENOME-0372451	DTR_473525
UGV-GENOME-0372667_1	UGV-GENOME-0372667_1
UGV-GENOME-0372667_1	IMGVR_UViG_3300029187_000001
UGV-GENOME-0372667_1	MGV-GENOME-0372667
UGV-GENOME-0372687_1	UGV-GENOME-0372687_1
UGV-GENOME-0372687_1	MGV-GENOME-0372687
UGV-GENOME-0372756	UGV-GENOME-0372756
UGV-GENOME-0372756	MGV-GENOME-0372756
UGV-GENOME-0373333_1	UGV-GENOME-0373333_1
UGV-GENOME-0373333_1	MGV-GENOME-0373333
UGV-GENOME-0373880	UGV-GENOME-0373880
UGV-GENOME-0373880	DTR_554332
UGV-GENOME-0373880	MGV-GENOME-0373880
UGV-GENOME-0374365	UGV-GENOME-0374365
UGV-GENOME-0374376	UGV-GENOME-0374376
UGV-GENOME-0374548_1	UGV-GENOME-0374548_1
UGV-GENOME-0374548_1	MGV-GENOME-0374548
UGV-GENOME-0374591	UGV-GENOME-0374591
UGV-GENOME-0374591	MGV-GENOME-0374591
UGV-GENOME-0374594_1	UGV-GENOME-0374594_1
UGV-GENOME-0374594_1	MGV-GENOME-0374594
UGV-GENOME-0374916	UGV-GENOME-0374916
UGV-GENOME-0374916	MGV-GENOME-0374916
UGV-GENOME-0375229_1	UGV-GENOME-0375229_1
UGV-GENOME-0375229_1	MGV-GENOME-0375229
UGV-GENOME-0375346	UGV-GENOME-0375346
UGV-GENOME-0375346	MGV-GENOME-0375346
UGV-GENOME-0375480	UGV-GENOME-0375480
UGV-GENOME-0375480	MGV-GENOME-0375480
UGV-GENOME-0376053	UGV-GENOME-0376053
UGV-GENOME-0376053	DTR_406688
UGV-GENOME-0376053	MGV-GENOME-0376053
UGV-GENOME-0376193	UGV-GENOME-0376193
UGV-GENOME-0376193	MGV-GENOME-0376193
UGV-GENOME-0376473_1	UGV-GENOME-0376473_1
UGV-GENOME-0376699_1	UGV-GENOME-0376699_1
UGV-GENOME-0376699_1	IMGVR_UViG_3300029510_000011
UGV-GENOME-0376699_1	UGV-GENOME-0370198
UGV-GENOME-0376699_1	uvig_231454
UGV-GENOME-0376699_1	MGV-GENOME-0370198
UGV-GENOME-0376699_1	UGV-GENOME-0373220_1
UGV-GENOME-0377004_1	UGV-GENOME-0377004_1
UGV-GENOME-0377004_1	UGV-GENOME-0376995_1
UGV-GENOME-0377004_1	UGV-GENOME-4435623_1
UGV-GENOME-0377004_1	UGV-GENOME-4435624_1
UGV-GENOME-0377004_1	MGV-GENOME-4435623
UGV-GENOME-0377307_1	UGV-GENOME-0377307_1
UGV-GENOME-0377307_1	MGV-GENOME-0377307
UGV-GENOME-0377424	UGV-GENOME-0377424
UGV-GENOME-0377424	MGV-GENOME-0377424
UGV-GENOME-0377717	UGV-GENOME-0377717
UGV-GENOME-0377717	MGV-GENOME-0377717
UGV-GENOME-0377811_1	UGV-GENOME-0377811_1
UGV-GENOME-0377811_1	MGV-GENOME-0377811
UGV-GENOME-0377912	UGV-GENOME-0377912
UGV-GENOME-0377912	MGV-GENOME-0377912
UGV-GENOME-0377947	UGV-GENOME-0377947
UGV-GENOME-0379252	UGV-GENOME-0379252
UGV-GENOME-0379334	UGV-GENOME-0379334
UGV-GENOME-0379334	DTR_535724
UGV-GENOME-0379334	MGV-GENOME-0379334
UGV-GENOME-0379456	UGV-GENOME-0379456
UGV-GENOME-0379514	UGV-GENOME-0379514
UGV-GENOME-0379708	UGV-GENOME-0379708
UGV-GENOME-0379708	DTR_866891
UGV-GENOME-0379708	MGV-GENOME-0379708
UGV-GENOME-0379734_1	UGV-GENOME-0379734_1
UGV-GENOME-0379773	UGV-GENOME-0379773
UGV-GENOME-0379773	DTR_621567
UGV-GENOME-0379773	MGV-GENOME-0379773
UGV-GENOME-0379788	UGV-GENOME-0379788
UGV-GENOME-0379788	MGV-GENOME-0379788
UGV-GENOME-0379797	UGV-GENOME-0379797
UGV-GENOME-0379797	DTR_491411
UGV-GENOME-0379797	MGV-GENOME-0379797
UGV-GENOME-0379836	UGV-GENOME-0379836
UGV-GENOME-0379836	MGV-GENOME-0379836
UGV-GENOME-0379849	UGV-GENOME-0379849
UGV-GENOME-0379849	MGV-GENOME-0379849
UGV-GENOME-0379874	UGV-GENOME-0379874
UGV-GENOME-0379874	MGV-GENOME-0379874
UGV-GENOME-0379964	UGV-GENOME-0379964
UGV-GENOME-0379964	DTR_419006
UGV-GENOME-0379964	MGV-GENOME-0379964
UGV-GENOME-0379970	UGV-GENOME-0379970
UGV-GENOME-0380054	UGV-GENOME-0380054
UGV-GENOME-0380083	UGV-GENOME-0380083
UGV-GENOME-0380084	UGV-GENOME-0380084
UGV-GENOME-0380089	UGV-GENOME-0380089
UGV-GENOME-0380089	MGV-GENOME-0380089
UGV-GENOME-4417549	UGV-GENOME-4417549
UGV-GENOME-4426722	UGV-GENOME-4426722
UGV-GENOME-4426722	IMGVR_UViG_3300028954_000002
UGV-GENOME-4426722	UGV-GENOME-0282761
UGV-GENOME-4426722	IMGVR_UViG_3300028968_000008
UGV-GENOME-4426827	UGV-GENOME-4426827
UGV-GENOME-4430145	UGV-GENOME-4430145
UGV-GENOME-4430757	UGV-GENOME-4430757
UGV-GENOME-4433199_1	UGV-GENOME-4433199_1
UGV-GENOME-4434842	UGV-GENOME-4434842
UGV-GENOME-0342022	UGV-GENOME-0342022
UGV-GENOME-0342129	UGV-GENOME-0342129
UGV-GENOME-0342398	UGV-GENOME-0342398
UGV-GENOME-0342475	UGV-GENOME-0342475
UGV-GENOME-0342475	MGV-GENOME-0342475
UGV-GENOME-0342899	UGV-GENOME-0342899
UGV-GENOME-0342899	UGV-GENOME-0341910
UGV-GENOME-0343140	UGV-GENOME-0343140
UGV-GENOME-0343211	UGV-GENOME-0343211
UGV-GENOME-0343211	MGV-GENOME-0343211
UGV-GENOME-0343466	UGV-GENOME-0343466
UGV-GENOME-0343466	UGV-GENOME-0344512_1
UGV-GENOME-0343466	UGV-GENOME-4430464
UGV-GENOME-0343466	UGV-GENOME-4430466
UGV-GENOME-0343479	UGV-GENOME-0343479
UGV-GENOME-0343831	UGV-GENOME-0343831
UGV-GENOME-0343831	IMGVR_UViG_3300014921_000007
UGV-GENOME-0345076	UGV-GENOME-0345076
UGV-GENOME-0345266_1	UGV-GENOME-0345266_1
UGV-GENOME-0345266_1	MGV-GENOME-0345266
UGV-GENOME-0346111_1	UGV-GENOME-0346111_1
UGV-GENOME-0346946	UGV-GENOME-0346946
UGV-GENOME-0346946	IMGVR_UViG_3300008482_000010
UGV-GENOME-0346946	MGV-GENOME-0346946
UGV-GENOME-0347205	UGV-GENOME-0347205
UGV-GENOME-0347259	UGV-GENOME-0347259
UGV-GENOME-0347259	MGV-GENOME-0347259
UGV-GENOME-0347568	UGV-GENOME-0347568
UGV-GENOME-0347931	UGV-GENOME-0347931
UGV-GENOME-0347931	MGV-GENOME-0347931
UGV-GENOME-0348064	UGV-GENOME-0348064
UGV-GENOME-0348716_1	UGV-GENOME-0348716_1
UGV-GENOME-0348716_1	UGV-GENOME-0317030
UGV-GENOME-0348716_1	UGV-GENOME-0308974
UGV-GENOME-0349120_1	UGV-GENOME-0349120_1
UGV-GENOME-0349120_1	UGV-GENOME-0340359_1
UGV-GENOME-0349120_1	MGV-GENOME-0349120
UGV-GENOME-0349476	UGV-GENOME-0349476
UGV-GENOME-0351013	UGV-GENOME-0351013
UGV-GENOME-0351013	UGV-GENOME-0351014
UGV-GENOME-0351013	MGV-GENOME-0351014
UGV-GENOME-0352072	UGV-GENOME-0352072
UGV-GENOME-0352072	MGV-GENOME-0352072
UGV-GENOME-0352300_1	UGV-GENOME-0352300_1
UGV-GENOME-0352300_1	MGV-GENOME-0352300
UGV-GENOME-0352766	UGV-GENOME-0352766
UGV-GENOME-0353204	UGV-GENOME-0353204
UGV-GENOME-0353204	UGV-GENOME-0341438
UGV-GENOME-0353234	UGV-GENOME-0353234
UGV-GENOME-0353234	UGV-GENOME-0353205
UGV-GENOME-0353234	UGV-GENOME-4431946
UGV-GENOME-0353234	MGV-GENOME-0353234
UGV-GENOME-0353449	UGV-GENOME-0353449
UGV-GENOME-0354100	UGV-GENOME-0354100
UGV-GENOME-0354100	MGV-GENOME-0354100
UGV-GENOME-0354537	UGV-GENOME-0354537
UGV-GENOME-0354820_1	UGV-GENOME-0354820_1
UGV-GENOME-0355506	UGV-GENOME-0355506
UGV-GENOME-0355506	MGV-GENOME-0355506
UGV-GENOME-0355999_1	UGV-GENOME-0355999_1
UGV-GENOME-0356379	UGV-GENOME-0356379
UGV-GENOME-0356955	UGV-GENOME-0356955
UGV-GENOME-0357176	UGV-GENOME-0357176
UGV-GENOME-0357240	UGV-GENOME-0357240
UGV-GENOME-0357240	MGV-GENOME-0357240
UGV-GENOME-0357746	UGV-GENOME-0357746
UGV-GENOME-0357746	DTR_503525
UGV-GENOME-0358240	UGV-GENOME-0358240
UGV-GENOME-0358589	UGV-GENOME-0358589
UGV-GENOME-0358591	UGV-GENOME-0358591
UGV-GENOME-0358591	DTR_440558
UGV-GENOME-0358591	MGV-GENOME-0358591
UGV-GENOME-0358619	UGV-GENOME-0358619
UGV-GENOME-0358632	UGV-GENOME-0358632
UGV-GENOME-0358632	MGV-GENOME-0358632
UGV-GENOME-0358708	UGV-GENOME-0358708
UGV-GENOME-0358708	IMGVR_UViG_3300029190_000022
UGV-GENOME-0358739	UGV-GENOME-0358739
UGV-GENOME-0359323	UGV-GENOME-0359323
UGV-GENOME-0359519	UGV-GENOME-0359519
UGV-GENOME-0359585	UGV-GENOME-0359585
UGV-GENOME-0359603	UGV-GENOME-0359603
UGV-GENOME-0359603	MGV-GENOME-0359603
UGV-GENOME-0359735	UGV-GENOME-0359735
UGV-GENOME-0359986	UGV-GENOME-0359986
UGV-GENOME-0359986	MGV-GENOME-0359986
UGV-GENOME-0359986	IMGVR_UViG_3300028956_000003
UGV-GENOME-0360060	UGV-GENOME-0360060
UGV-GENOME-0360060	DTR_418395
UGV-GENOME-0360060	MGV-GENOME-0360060
UGV-GENOME-0360178	UGV-GENOME-0360178
UGV-GENOME-0360178	MGV-GENOME-0360178
UGV-GENOME-0360185	UGV-GENOME-0360185
UGV-GENOME-0360242	UGV-GENOME-0360242
UGV-GENOME-0360242	IMGVR_UViG_3300014731_000001
UGV-GENOME-0360242	IMGVR_UViG_3300014721_000001
UGV-GENOME-0360242	UGV-GENOME-0336484
UGV-GENOME-0360242	UGV-GENOME-0359981
UGV-GENOME-0360242	UGV-GENOME-0360244
UGV-GENOME-0360322	UGV-GENOME-0360322
UGV-GENOME-0360325	UGV-GENOME-0360325
UGV-GENOME-0360551	UGV-GENOME-0360551
UGV-GENOME-0360551	UGV-GENOME-0353305
UGV-GENOME-0360603	UGV-GENOME-0360603
UGV-GENOME-0360603	UGV-GENOME-0360360
UGV-GENOME-0360603	UGV-GENOME-0360604
UGV-GENOME-0360603	UGV-GENOME-0360605
UGV-GENOME-0360603	UGV-GENOME-0360606
UGV-GENOME-0360612	UGV-GENOME-0360612
UGV-GENOME-0360626	UGV-GENOME-0360626
UGV-GENOME-0360626	UGV-GENOME-4433070
UGV-GENOME-0360652	UGV-GENOME-0360652
UGV-GENOME-0360773	UGV-GENOME-0360773
UGV-GENOME-0360773	UGV-GENOME-0360483
UGV-GENOME-0360775	UGV-GENOME-0360775
UGV-GENOME-0360883	UGV-GENOME-0360883
NZ_CP045829	NZ_CP045829
NZ_CP046005	NZ_CP046005
NZ_CP046008	NZ_CP046008
NZ_CP046068	NZ_CP046068
NZ_CP046165	NZ_CP046165
NZ_CP046272	NZ_CP046272
NZ_CP046537	NZ_CP046537
NZ_CP046774	NZ_CP046774
NZ_CP046807	NZ_CP046807
NZ_CP046830	NZ_CP046830
NZ_CP046906	NZ_CP046906
NZ_CP046951	NZ_CP046951
NZ_CP046951	IMGVR_UViG_3300029324_000017
NZ_CP046951	NZ_CP046383
NZ_CP046951	NZ_CP046941
NZ_CP047004	NZ_CP047004
NZ_CP047005	NZ_CP047005
NZ_CP047013	NZ_CP047013
NZ_CP047395	NZ_CP047395
NZ_CP047413	NZ_CP047413
NZ_CP047434	NZ_CP047434
NZ_CP047444	NZ_CP047444
NZ_CP047574	NZ_CP047574
NZ_CP047636	NZ_CP047636
NZ_CP047663	NZ_CP047663
NZ_CP047774	NZ_CP047774
NZ_CP047967	NZ_CP047967
NZ_CP047974	NZ_CP047974
NZ_CP048053	NZ_CP048053
NZ_CP048054	NZ_CP048054
NZ_CP048054	NZ_CP038921
NZ_CP048054	NZ_CP039073
NZ_CP048054	NZ_CP039079
NZ_CP048054	NZ_CP039105
NZ_CP048055	NZ_CP048055
NZ_CP048055	CP013825
NZ_CP048055	NZ_CP012512
NZ_CP048055	NZ_CP013785
NZ_CP048055	NZ_CP013790
NZ_CP048055	NZ_CP013805
NZ_CP048055	NZ_CP013810
NZ_CP048061	NZ_CP048061
NZ_CP048067	NZ_CP048067
NZ_CP048068	NZ_CP048068
NZ_CP048069	NZ_CP048069
NZ_CP048069	NZ_CP038911
NZ_CP048069	NZ_CP038960
NZ_CP048306	NZ_CP048306
NZ_CP048340	NZ_CP048340
NZ_CP048351	NZ_CP048351
NZ_CP048417	NZ_CP048417
NZ_CP048608	NZ_CP048608
NZ_CP048673	NZ_CP048673
NZ_CP048823	NZ_CP048823
NZ_CP048880	NZ_CP048880
NZ_CP048881	NZ_CP048881
NZ_CP048917	NZ_CP048917
NZ_CP049098	NZ_CP049098
NZ_CP049149	NZ_CP049149
NZ_CP049152	NZ_CP049152
NZ_CP049155	NZ_CP049155
NZ_CP049247	NZ_CP049247
NZ_CP049252	NZ_CP049252
NZ_CP049807	NZ_CP049807
NZ_CP049915	NZ_CP049915
NZ_CP050045	NZ_CP050045
NZ_CP050185	NZ_CP050185
NZ_CP050186	NZ_CP050186
NZ_CP050338	NZ_CP050338
NZ_CP050338	NZ_CP050344
NZ_CP050364	NZ_CP050364
NZ_CP050365	NZ_CP050365
NZ_CP050366	NZ_CP050366
NZ_CP050499	NZ_CP050499
NZ_CP050543	NZ_CP050543
NZ_CP050939	NZ_CP050939
NZ_CP050939	NZ_CP039212
NZ_CP050941	NZ_CP050941
NZ_CP050941	NZ_CP039211
NZ_CP050945	NZ_CP050945
NZ_CP050946	NZ_CP050946
